timestamp_utc,market_id,tier,anomaly_family,metric_name,observed_value,baseline_window,baseline_observations,rolling_median,rolling_mad,robust_z,rolling_percentile_rank,severity,status,event_candidate_id,event_review_status,evidence_refs,limitation,review_status,claim_scope
2024-10-01T00:00:00Z,mock_polymarket_politics_geo_market,all_tiers,concentration,top_tier_share,0.2,last_30_completed_observations,0,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked concentration fixture; no wallet performance claim,candidate,descriptive_monitor_alert_only
2024-10-12T00:00:00Z,mock_polymarket_politics_geo_market,all_tiers,concentration,top_tier_share,0.21500000000000002,last_30_completed_observations,11,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked concentration fixture; no wallet performance claim,candidate,descriptive_monitor_alert_only
2024-10-13T00:00:00Z,mock_polymarket_politics_geo_market,all_tiers,concentration,top_tier_share,0.23,last_30_completed_observations,12,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked concentration fixture; no wallet performance claim,candidate,descriptive_monitor_alert_only
2024-10-14T00:00:00Z,mock_polymarket_politics_geo_market,all_tiers,concentration,top_tier_share,0.245,last_30_completed_observations,13,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked concentration fixture; no wallet performance claim,candidate,descriptive_monitor_alert_only
2024-10-15T00:00:00Z,mock_polymarket_politics_geo_market,all_tiers,concentration,top_tier_share,0.26,last_30_completed_observations,14,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked concentration fixture; no wallet performance claim,candidate,descriptive_monitor_alert_only
2024-10-16T00:00:00Z,mock_polymarket_politics_geo_market,all_tiers,concentration,top_tier_share,0.2,last_30_completed_observations,15,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked concentration fixture; no wallet performance claim,candidate,descriptive_monitor_alert_only
2024-10-17T00:00:00Z,mock_polymarket_politics_geo_market,all_tiers,concentration,top_tier_share,0.21500000000000002,last_30_completed_observations,16,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked concentration fixture; no wallet performance claim,candidate,descriptive_monitor_alert_only
2024-10-18T00:00:00Z,mock_polymarket_politics_geo_market,all_tiers,concentration,top_tier_share,0.23,last_30_completed_observations,17,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked concentration fixture; no wallet performance claim,candidate,descriptive_monitor_alert_only
2024-10-19T00:00:00Z,mock_polymarket_politics_geo_market,all_tiers,concentration,top_tier_share,0.245,last_30_completed_observations,18,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked concentration fixture; no wallet performance claim,candidate,descriptive_monitor_alert_only
2024-10-20T00:00:00Z,mock_polymarket_politics_geo_market,all_tiers,concentration,top_tier_share,0.26,last_30_completed_observations,19,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked concentration fixture; no wallet performance claim,candidate,descriptive_monitor_alert_only
2024-10-21T00:00:00Z,mock_polymarket_politics_geo_market,all_tiers,concentration,top_tier_share,0.2,last_30_completed_observations,20,0.23,0.014999999999999986,-1.3489815189531917,0.2,none,ok,,,mock_wallet_tier_snapshot,mocked concentration fixture; no wallet performance claim,candidate,descriptive_monitor_alert_only
2024-10-22T00:00:00Z,mock_polymarket_politics_geo_market,all_tiers,concentration,top_tier_share,0.21500000000000002,last_30_completed_observations,21,0.23,0.014999999999999986,-0.6744907594765952,0.42857142857142855,none,ok,,,mock_wallet_tier_snapshot,mocked concentration fixture; no wallet performance claim,candidate,descriptive_monitor_alert_only
2024-10-23T00:00:00Z,mock_polymarket_politics_geo_market,all_tiers,concentration,top_tier_share,0.23,last_30_completed_observations,22,0.23,0.014999999999999986,0.0,0.6363636363636364,none,ok,,,mock_wallet_tier_snapshot,mocked concentration fixture; no wallet performance claim,candidate,descriptive_monitor_alert_only
2024-10-24T00:00:00Z,mock_polymarket_politics_geo_market,all_tiers,concentration,top_tier_share,0.245,last_30_completed_observations,23,0.23,0.014999999999999986,0.6744907594765952,0.8260869565217391,none,ok,,,mock_wallet_tier_snapshot,mocked concentration fixture; no wallet performance claim,candidate,descriptive_monitor_alert_only
2024-10-25T00:00:00Z,mock_polymarket_politics_geo_market,all_tiers,concentration,top_tier_share,0.26,last_30_completed_observations,24,0.23,0.014999999999999986,1.3489815189531917,1.0,watch,ok,,,mock_wallet_tier_snapshot,mocked concentration fixture; no wallet performance claim,candidate,descriptive_monitor_alert_only
2024-10-26T00:00:00Z,mock_polymarket_politics_geo_market,all_tiers,concentration,top_tier_share,0.2,last_30_completed_observations,25,0.23,0.014999999999999986,-1.3489815189531917,0.2,none,ok,,,mock_wallet_tier_snapshot,mocked concentration fixture; no wallet performance claim,candidate,descriptive_monitor_alert_only
2024-10-27T00:00:00Z,mock_polymarket_politics_geo_market,all_tiers,concentration,top_tier_share,0.21500000000000002,last_30_completed_observations,26,0.23,0.014999999999999986,-0.6744907594765952,0.4230769230769231,none,ok,,,mock_wallet_tier_snapshot,mocked concentration fixture; no wallet performance claim,candidate,descriptive_monitor_alert_only
2024-10-28T00:00:00Z,mock_polymarket_politics_geo_market,all_tiers,concentration,top_tier_share,0.23,last_30_completed_observations,27,0.23,0.014999999999999986,0.0,0.6296296296296297,none,ok,,,mock_wallet_tier_snapshot,mocked concentration fixture; no wallet performance claim,candidate,descriptive_monitor_alert_only
2024-10-29T00:00:00Z,mock_polymarket_politics_geo_market,all_tiers,concentration,top_tier_share,0.245,last_30_completed_observations,28,0.23,0.014999999999999986,0.6744907594765952,0.8214285714285714,none,ok,,,mock_wallet_tier_snapshot,mocked concentration fixture; no wallet performance claim,candidate,descriptive_monitor_alert_only
2024-10-30T00:00:00Z,mock_polymarket_politics_geo_market,all_tiers,concentration,top_tier_share,0.26,last_30_completed_observations,29,0.23,0.014999999999999986,1.3489815189531917,1.0,watch,ok,,,mock_wallet_tier_snapshot,mocked concentration fixture; no wallet performance claim,candidate,descriptive_monitor_alert_only
2024-10-31T00:00:00Z,mock_polymarket_politics_geo_market,all_tiers,concentration,top_tier_share,0.74,last_30_completed_observations,30,0.23,0.014999999999999986,22.93268582220426,1.0,critical,ok,mock_event_candidate,accepted,mock_wallet_tier_snapshot,mocked concentration fixture; no wallet performance claim,candidate,descriptive_monitor_alert_only
2024-10-01T00:00:00Z,mock_polymarket_politics_geo_market,market,market_move,absolute_midpoint_change,0.01,last_30_completed_observations,0,,,,,none,insufficient_baseline,,,mock_clob_snapshot,mocked market movement fixture; no live data,candidate,descriptive_monitor_alert_only
2024-10-02T00:00:00Z,mock_polymarket_politics_geo_market,market,market_move,absolute_midpoint_change,0.011,last_30_completed_observations,1,,,,,none,insufficient_baseline,,,mock_clob_snapshot,mocked market movement fixture; no live data,candidate,descriptive_monitor_alert_only
2024-10-03T00:00:00Z,mock_polymarket_politics_geo_market,market,market_move,absolute_midpoint_change,0.012,last_30_completed_observations,2,,,,,none,insufficient_baseline,,,mock_clob_snapshot,mocked market movement fixture; no live data,candidate,descriptive_monitor_alert_only
2024-10-04T00:00:00Z,mock_polymarket_politics_geo_market,market,market_move,absolute_midpoint_change,0.013000000000000001,last_30_completed_observations,3,,,,,none,insufficient_baseline,,,mock_clob_snapshot,mocked market movement fixture; no live data,candidate,descriptive_monitor_alert_only
2024-10-05T00:00:00Z,mock_polymarket_politics_geo_market,market,market_move,absolute_midpoint_change,0.014,last_30_completed_observations,4,,,,,none,insufficient_baseline,,,mock_clob_snapshot,mocked market movement fixture; no live data,candidate,descriptive_monitor_alert_only
2024-10-06T00:00:00Z,mock_polymarket_politics_geo_market,market,market_move,absolute_midpoint_change,0.01,last_30_completed_observations,5,,,,,none,insufficient_baseline,,,mock_clob_snapshot,mocked market movement fixture; no live data,candidate,descriptive_monitor_alert_only
2024-10-07T00:00:00Z,mock_polymarket_politics_geo_market,market,market_move,absolute_midpoint_change,0.011,last_30_completed_observations,6,,,,,none,insufficient_baseline,,,mock_clob_snapshot,mocked market movement fixture; no live data,candidate,descriptive_monitor_alert_only
2024-10-08T00:00:00Z,mock_polymarket_politics_geo_market,market,market_move,absolute_midpoint_change,0.012,last_30_completed_observations,7,,,,,none,insufficient_baseline,,,mock_clob_snapshot,mocked market movement fixture; no live data,candidate,descriptive_monitor_alert_only
2024-10-09T00:00:00Z,mock_polymarket_politics_geo_market,market,market_move,absolute_midpoint_change,0.013000000000000001,last_30_completed_observations,8,,,,,none,insufficient_baseline,,,mock_clob_snapshot,mocked market movement fixture; no live data,candidate,descriptive_monitor_alert_only
2024-10-10T00:00:00Z,mock_polymarket_politics_geo_market,market,market_move,absolute_midpoint_change,0.014,last_30_completed_observations,9,,,,,none,insufficient_baseline,,,mock_clob_snapshot,mocked market movement fixture; no live data,candidate,descriptive_monitor_alert_only
2024-10-11T00:00:00Z,mock_polymarket_politics_geo_market,market,market_move,absolute_midpoint_change,0.01,last_30_completed_observations,10,,,,,none,insufficient_baseline,,,mock_clob_snapshot,mocked market movement fixture; no live data,candidate,descriptive_monitor_alert_only
2024-10-12T00:00:00Z,mock_polymarket_politics_geo_market,market,market_move,absolute_midpoint_change,0.011,last_30_completed_observations,11,,,,,none,insufficient_baseline,,,mock_clob_snapshot,mocked market movement fixture; no live data,candidate,descriptive_monitor_alert_only
2024-10-13T00:00:00Z,mock_polymarket_politics_geo_market,market,market_move,absolute_midpoint_change,0.012,last_30_completed_observations,12,,,,,none,insufficient_baseline,,,mock_clob_snapshot,mocked market movement fixture; no live data,candidate,descriptive_monitor_alert_only
2024-10-14T00:00:00Z,mock_polymarket_politics_geo_market,market,market_move,absolute_midpoint_change,0.013000000000000001,last_30_completed_observations,13,,,,,none,insufficient_baseline,,,mock_clob_snapshot,mocked market movement fixture; no live data,candidate,descriptive_monitor_alert_only
2024-10-15T00:00:00Z,mock_polymarket_politics_geo_market,market,market_move,absolute_midpoint_change,0.014,last_30_completed_observations,14,,,,,none,insufficient_baseline,,,mock_clob_snapshot,mocked market movement fixture; no live data,candidate,descriptive_monitor_alert_only
2024-10-16T00:00:00Z,mock_polymarket_politics_geo_market,market,market_move,absolute_midpoint_change,0.01,last_30_completed_observations,15,,,,,none,insufficient_baseline,,,mock_clob_snapshot,mocked market movement fixture; no live data,candidate,descriptive_monitor_alert_only
2024-10-17T00:00:00Z,mock_polymarket_politics_geo_market,market,market_move,absolute_midpoint_change,0.011,last_30_completed_observations,16,,,,,none,insufficient_baseline,,,mock_clob_snapshot,mocked market movement fixture; no live data,candidate,descriptive_monitor_alert_only
2024-10-18T00:00:00Z,mock_polymarket_politics_geo_market,market,market_move,absolute_midpoint_change,0.012,last_30_completed_observations,17,,,,,none,insufficient_baseline,,,mock_clob_snapshot,mocked market movement fixture; no live data,candidate,descriptive_monitor_alert_only
2024-10-19T00:00:00Z,mock_polymarket_politics_geo_market,market,market_move,absolute_midpoint_change,0.013000000000000001,last_30_completed_observations,18,,,,,none,insufficient_baseline,,,mock_clob_snapshot,mocked market movement fixture; no live data,candidate,descriptive_monitor_alert_only
2024-10-20T00:00:00Z,mock_polymarket_politics_geo_market,market,market_move,absolute_midpoint_change,0.014,last_30_completed_observations,19,,,,,none,insufficient_baseline,,,mock_clob_snapshot,mocked market movement fixture; no live data,candidate,descriptive_monitor_alert_only
2024-10-21T00:00:00Z,mock_polymarket_politics_geo_market,market,market_move,absolute_midpoint_change,0.01,last_30_completed_observations,20,0.012,0.0010000000000000009,-1.3489815189531893,0.2,none,ok,,,mock_clob_snapshot,mocked market movement fixture; no live data,candidate,descriptive_monitor_alert_only
2024-10-22T00:00:00Z,mock_polymarket_politics_geo_market,market,market_move,absolute_midpoint_change,0.011,last_30_completed_observations,21,0.012,0.0010000000000000009,-0.6744907594765952,0.42857142857142855,none,ok,,,mock_clob_snapshot,mocked market movement fixture; no live data,candidate,descriptive_monitor_alert_only
2024-10-23T00:00:00Z,mock_polymarket_politics_geo_market,market,market_move,absolute_midpoint_change,0.012,last_30_completed_observations,22,0.012,0.0010000000000000009,0.0,0.6363636363636364,none,ok,,,mock_clob_snapshot,mocked market movement fixture; no live data,candidate,descriptive_monitor_alert_only
2024-10-24T00:00:00Z,mock_polymarket_politics_geo_market,market,market_move,absolute_midpoint_change,0.013000000000000001,last_30_completed_observations,23,0.012,0.0010000000000000009,0.6744907594765952,0.8260869565217391,none,ok,,,mock_clob_snapshot,mocked market movement fixture; no live data,candidate,descriptive_monitor_alert_only
2024-10-25T00:00:00Z,mock_polymarket_politics_geo_market,market,market_move,absolute_midpoint_change,0.014,last_30_completed_observations,24,0.012,0.0010000000000000009,1.3489815189531893,1.0,watch,ok,,,mock_clob_snapshot,mocked market movement fixture; no live data,candidate,descriptive_monitor_alert_only
2024-10-26T00:00:00Z,mock_polymarket_politics_geo_market,market,market_move,absolute_midpoint_change,0.01,last_30_completed_observations,25,0.012,0.0010000000000000009,-1.3489815189531893,0.2,none,ok,,,mock_clob_snapshot,mocked market movement fixture; no live data,candidate,descriptive_monitor_alert_only
2024-10-27T00:00:00Z,mock_polymarket_politics_geo_market,market,market_move,absolute_midpoint_change,0.011,last_30_completed_observations,26,0.012,0.0010000000000000009,-0.6744907594765952,0.4230769230769231,none,ok,,,mock_clob_snapshot,mocked market movement fixture; no live data,candidate,descriptive_monitor_alert_only
2024-10-28T00:00:00Z,mock_polymarket_politics_geo_market,market,market_move,absolute_midpoint_change,0.012,last_30_completed_observations,27,0.012,0.0010000000000000009,0.0,0.6296296296296297,none,ok,,,mock_clob_snapshot,mocked market movement fixture; no live data,candidate,descriptive_monitor_alert_only
2024-10-29T00:00:00Z,mock_polymarket_politics_geo_market,market,market_move,absolute_midpoint_change,0.013000000000000001,last_30_completed_observations,28,0.012,0.0010000000000000009,0.6744907594765952,0.8214285714285714,none,ok,,,mock_clob_snapshot,mocked market movement fixture; no live data,candidate,descriptive_monitor_alert_only
2024-10-30T00:00:00Z,mock_polymarket_politics_geo_market,market,market_move,absolute_midpoint_change,0.014,last_30_completed_observations,29,0.012,0.0010000000000000009,1.3489815189531893,1.0,watch,ok,,,mock_clob_snapshot,mocked market movement fixture; no live data,candidate,descriptive_monitor_alert_only
2024-10-31T00:00:00Z,mock_polymarket_politics_geo_market,market,market_move,absolute_midpoint_change,0.12,last_30_completed_observations,30,0.012,0.0010000000000000009,72.84500202347222,1.0,critical,ok,mock_event_candidate,accepted,mock_clob_snapshot,mocked market movement fixture; no live data,candidate,descriptive_monitor_alert_only
2024-10-01T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,active_wallet_activity,active_wallets,3.0,last_30_completed_observations,0,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked aggregate active-wallet fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-02T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,active_wallet_activity,active_wallets,3.2,last_30_completed_observations,1,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked aggregate active-wallet fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-03T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,active_wallet_activity,active_wallets,3.4,last_30_completed_observations,2,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked aggregate active-wallet fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-04T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,active_wallet_activity,active_wallets,3.6,last_30_completed_observations,3,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked aggregate active-wallet fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-05T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,active_wallet_activity,active_wallets,3.8,last_30_completed_observations,4,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked aggregate active-wallet fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-06T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,active_wallet_activity,active_wallets,3.0,last_30_completed_observations,5,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked aggregate active-wallet fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-07T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,active_wallet_activity,active_wallets,3.2,last_30_completed_observations,6,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked aggregate active-wallet fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-08T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,active_wallet_activity,active_wallets,3.4,last_30_completed_observations,7,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked aggregate active-wallet fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-09T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,active_wallet_activity,active_wallets,3.6,last_30_completed_observations,8,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked aggregate active-wallet fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-10T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,active_wallet_activity,active_wallets,3.8,last_30_completed_observations,9,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked aggregate active-wallet fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-11T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,active_wallet_activity,active_wallets,3.0,last_30_completed_observations,10,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked aggregate active-wallet fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-12T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,active_wallet_activity,active_wallets,3.2,last_30_completed_observations,11,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked aggregate active-wallet fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-13T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,active_wallet_activity,active_wallets,3.4,last_30_completed_observations,12,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked aggregate active-wallet fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-14T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,active_wallet_activity,active_wallets,3.6,last_30_completed_observations,13,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked aggregate active-wallet fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-15T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,active_wallet_activity,active_wallets,3.8,last_30_completed_observations,14,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked aggregate active-wallet fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-16T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,active_wallet_activity,active_wallets,3.0,last_30_completed_observations,15,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked aggregate active-wallet fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-17T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,active_wallet_activity,active_wallets,3.2,last_30_completed_observations,16,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked aggregate active-wallet fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-18T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,active_wallet_activity,active_wallets,3.4,last_30_completed_observations,17,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked aggregate active-wallet fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-19T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,active_wallet_activity,active_wallets,3.6,last_30_completed_observations,18,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked aggregate active-wallet fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-20T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,active_wallet_activity,active_wallets,3.8,last_30_completed_observations,19,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked aggregate active-wallet fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-21T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,active_wallet_activity,active_wallets,3.0,last_30_completed_observations,20,3.4,0.20000000000000018,-1.348981518953189,0.2,none,ok,,,mock_wallet_tier_snapshot,mocked aggregate active-wallet fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-22T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,active_wallet_activity,active_wallets,3.2,last_30_completed_observations,21,3.4,0.20000000000000018,-0.6744907594765938,0.42857142857142855,none,ok,,,mock_wallet_tier_snapshot,mocked aggregate active-wallet fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-23T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,active_wallet_activity,active_wallets,3.4,last_30_completed_observations,22,3.4,0.20000000000000018,0.0,0.6363636363636364,none,ok,,,mock_wallet_tier_snapshot,mocked aggregate active-wallet fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-24T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,active_wallet_activity,active_wallets,3.6,last_30_completed_observations,23,3.4,0.20000000000000018,0.6744907594765952,0.8260869565217391,none,ok,,,mock_wallet_tier_snapshot,mocked aggregate active-wallet fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-25T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,active_wallet_activity,active_wallets,3.8,last_30_completed_observations,24,3.4,0.20000000000000018,1.348981518953189,1.0,watch,ok,,,mock_wallet_tier_snapshot,mocked aggregate active-wallet fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-26T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,active_wallet_activity,active_wallets,3.0,last_30_completed_observations,25,3.4,0.20000000000000018,-1.348981518953189,0.2,none,ok,,,mock_wallet_tier_snapshot,mocked aggregate active-wallet fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-27T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,active_wallet_activity,active_wallets,3.2,last_30_completed_observations,26,3.4,0.20000000000000018,-0.6744907594765938,0.4230769230769231,none,ok,,,mock_wallet_tier_snapshot,mocked aggregate active-wallet fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-28T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,active_wallet_activity,active_wallets,3.4,last_30_completed_observations,27,3.4,0.20000000000000018,0.0,0.6296296296296297,none,ok,,,mock_wallet_tier_snapshot,mocked aggregate active-wallet fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-29T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,active_wallet_activity,active_wallets,3.6,last_30_completed_observations,28,3.4,0.20000000000000018,0.6744907594765952,0.8214285714285714,none,ok,,,mock_wallet_tier_snapshot,mocked aggregate active-wallet fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-30T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,active_wallet_activity,active_wallets,3.8,last_30_completed_observations,29,3.4,0.20000000000000018,1.348981518953189,1.0,watch,ok,,,mock_wallet_tier_snapshot,mocked aggregate active-wallet fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-31T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,active_wallet_activity,active_wallets,11.0,last_30_completed_observations,30,3.4,0.20000000000000018,25.630648860110597,1.0,critical,ok,mock_event_candidate,accepted,mock_wallet_tier_snapshot,mocked aggregate active-wallet fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-01T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,wallet_tier_activity,log1p_total_observed_amount_usd,5.0,last_30_completed_observations,0,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked aggregate wallet-tier fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-10-02T00:00:00Z,mock_polymarket_politics_geo_market,tier_1_top_1pct,wallet_tier_activity,log1p_total_observed_amount_usd,5.08,last_30_completed_observations,1,,,,,none,insufficient_baseline,,,mock_wallet_tier_snapshot,mocked aggregate wallet-tier fixture; no wallet addresses,candidate,descriptive_monitor_alert_only
