note_id,thesis_area,section_id,source_id,evidence_id,item_type,selected_table,selected_figure,deterministic_artifact,access_route,structure_inventory_status,review_focus_de,bounded_claim_check_de,blocked_wording_check_de,manual_locator_task_de,reviewer_page_or_section_note,reviewer_claim_support_decision,reviewer_blocked_wording_check,final_citation_gate,note_status,do_not_claim_de,next_action_de
note_h2_lit_emh_001__interpretation_h2_daily_response,H2,core_section_h2,lit_emh_001,interpretation_h2_daily_response,interpretation,T3,F2,data/results/h2_event_window_summary.csv,external_locator_review,external_only,"H2: Pruefen, ob die Quelle die Interpretationsgrenze `interpretation_h2_daily_response` stuetzt, ohne ueber das deterministische Artefakt hinauszugehen.","Nur bounded pruefen: Evidence ID `interpretation_h2_daily_response`; Claim/Entscheid `Curated events show visible daily Polymarket movement, strongest in the Trump shooting primary window.`; erlaubtes Wording `visible daily event-window movement`; zwingende Limitation `Direction and magnitude are event-window diagnostics, not intraday causal estimates.`. Die Quelle darf die lokale Kennzahl nicht ersetzen.","Pruefen und dokumentieren, dass die Quelle nicht fuer dieses blockierte Wording genutzt wird: sofortige Marktreaktion; kausaler Ereignisbeweis.","Externe DOI/JSTOR/URL manuell oeffnen; Locator, Seite oder Abschnitt eintragen.",,pending,pending,full_source_review_required_before_final_citation,pending_manual_source_review,"Keine Quellenstatus-Hochstufung, keine finale Zitation und keine thesis-facing Claims ohne manuelle Entscheidung. Keine Quellenstatus-Hochstufung und keine finale Zitation ohne manuelle Page-/Section-Note. Keine finale Zitation, keine Quellenstatus-Hochstufung und keine thesis-facing Claims ohne manuelle Entscheidung. Blocked wording: sofortige Marktreaktion; kausaler Ereignisbeweis","Source Review manuell ausfuehren: Quelle oeffnen, Page-/Section-Note eintragen, Claim-Support auswaehlen und Blocked-Wording-Check abschliessen."
note_h2_lit_emh_001__method_h2_event_window,H2,core_section_h2,lit_emh_001,method_h2_event_window,method,T3,F2,data/results/h2_event_window_summary.csv,external_locator_review,external_only,"H2: Pruefen, ob die Quelle die Methodenwahl `method_h2_event_window` als Literaturanker tragen kann.",Nur bounded pruefen: Evidence ID `method_h2_event_window`; Claim/Entscheid `Daily public-event response is evaluated with pre-curated events and fixed event windows.`; erlaubtes Wording `daily event-window response around pre-curated public events`; zwingende Limitation `Tagespreise koennen Intraday-Reaktionstiming nicht identifizieren.`. Die Quelle darf die lokale Kennzahl nicht ersetzen.,"Pruefen und dokumentieren, dass die Quelle nicht fuer dieses blockierte Wording genutzt wird: Intraday-Geschwindigkeitsaussage; post-hoc Ereignisauswahl.","Externe DOI/JSTOR/URL manuell oeffnen; Locator, Seite oder Abschnitt eintragen.",,pending,pending,full_source_review_required_before_final_citation,pending_manual_source_review,"Keine Quellenstatus-Hochstufung, keine finale Zitation und keine thesis-facing Claims ohne manuelle Entscheidung. Keine Quellenstatus-Hochstufung und keine finale Zitation ohne manuelle Page-/Section-Note. Keine finale Zitation, keine Quellenstatus-Hochstufung und keine thesis-facing Claims ohne manuelle Entscheidung. Blocked wording: Intraday-Geschwindigkeitsaussage; post-hoc Ereignisauswahl","Source Review manuell ausfuehren: Quelle oeffnen, Page-/Section-Note eintragen, Claim-Support auswaehlen und Blocked-Wording-Check abschliessen."
note_h2_lit_eventstudy_001__interpretation_h2_daily_response,H2,core_section_h2,lit_eventstudy_001,interpretation_h2_daily_response,interpretation,T3,F2,data/results/h2_event_window_summary.csv,external_locator_review,external_only,"H2: Pruefen, ob die Quelle die Interpretationsgrenze `interpretation_h2_daily_response` stuetzt, ohne ueber das deterministische Artefakt hinauszugehen.","Nur bounded pruefen: Evidence ID `interpretation_h2_daily_response`; Claim/Entscheid `Curated events show visible daily Polymarket movement, strongest in the Trump shooting primary window.`; erlaubtes Wording `visible daily event-window movement`; zwingende Limitation `Direction and magnitude are event-window diagnostics, not intraday causal estimates.`. Die Quelle darf die lokale Kennzahl nicht ersetzen.","Pruefen und dokumentieren, dass die Quelle nicht fuer dieses blockierte Wording genutzt wird: sofortige Marktreaktion; kausaler Ereignisbeweis.","Externe DOI/JSTOR/URL manuell oeffnen; Locator, Seite oder Abschnitt eintragen.",,pending,pending,full_source_review_required_before_final_citation,pending_manual_source_review,"Keine Quellenstatus-Hochstufung, keine finale Zitation und keine thesis-facing Claims ohne manuelle Entscheidung. Keine Quellenstatus-Hochstufung und keine finale Zitation ohne manuelle Page-/Section-Note. Keine finale Zitation, keine Quellenstatus-Hochstufung und keine thesis-facing Claims ohne manuelle Entscheidung. Blocked wording: sofortige Marktreaktion; kausaler Ereignisbeweis","Source Review manuell ausfuehren: Quelle oeffnen, Page-/Section-Note eintragen, Claim-Support auswaehlen und Blocked-Wording-Check abschliessen."
note_h2_lit_eventstudy_001__method_h2_event_window,H2,core_section_h2,lit_eventstudy_001,method_h2_event_window,method,T3,F2,data/results/h2_event_window_summary.csv,external_locator_review,external_only,"H2: Pruefen, ob die Quelle die Methodenwahl `method_h2_event_window` als Literaturanker tragen kann.",Nur bounded pruefen: Evidence ID `method_h2_event_window`; Claim/Entscheid `Daily public-event response is evaluated with pre-curated events and fixed event windows.`; erlaubtes Wording `daily event-window response around pre-curated public events`; zwingende Limitation `Tagespreise koennen Intraday-Reaktionstiming nicht identifizieren.`. Die Quelle darf die lokale Kennzahl nicht ersetzen.,"Pruefen und dokumentieren, dass die Quelle nicht fuer dieses blockierte Wording genutzt wird: Intraday-Geschwindigkeitsaussage; post-hoc Ereignisauswahl.","Externe DOI/JSTOR/URL manuell oeffnen; Locator, Seite oder Abschnitt eintragen.",,pending,pending,full_source_review_required_before_final_citation,pending_manual_source_review,"Keine Quellenstatus-Hochstufung, keine finale Zitation und keine thesis-facing Claims ohne manuelle Entscheidung. Keine Quellenstatus-Hochstufung und keine finale Zitation ohne manuelle Page-/Section-Note. Keine finale Zitation, keine Quellenstatus-Hochstufung und keine thesis-facing Claims ohne manuelle Entscheidung. Blocked wording: Intraday-Geschwindigkeitsaussage; post-hoc Ereignisauswahl","Source Review manuell ausfuehren: Quelle oeffnen, Page-/Section-Note eintragen, Claim-Support auswaehlen und Blocked-Wording-Check abschliessen."
note_h2_zotero_poly_001__method_h2_event_window,H2,core_section_h2,zotero_poly_001,method_h2_event_window,method,T3,F2,data/results/h2_event_window_summary.csv,local_pdf_review,local_pdf_structure_available,"H2: Pruefen, ob die Quelle die Methodenwahl `method_h2_event_window` als Literaturanker tragen kann.",Nur bounded pruefen: Evidence ID `method_h2_event_window`; Claim/Entscheid `Daily public-event response is evaluated with pre-curated events and fixed event windows.`; erlaubtes Wording `daily event-window response around pre-curated public events`; zwingende Limitation `Tagespreise koennen Intraday-Reaktionstiming nicht identifizieren.`. Die Quelle darf die lokale Kennzahl nicht ersetzen.,"Pruefen und dokumentieren, dass die Quelle nicht fuer dieses blockierte Wording genutzt wird: Intraday-Geschwindigkeitsaussage; post-hoc Ereignisauswahl.",Lokales PDF manuell oeffnen; passende Seite oder Abschnitt finden; Page-/Section-Note eintragen.,,pending,pending,full_source_review_required_before_final_citation,pending_manual_source_review,"Keine Quellenstatus-Hochstufung, keine finale Zitation und keine thesis-facing Claims ohne manuelle Entscheidung. Keine Quellenstatus-Hochstufung und keine finale Zitation ohne manuelle Page-/Section-Note. Keine finale Zitation, keine Quellenstatus-Hochstufung und keine thesis-facing Claims ohne manuelle Entscheidung. Blocked wording: Intraday-Geschwindigkeitsaussage; post-hoc Ereignisauswahl","Source Review manuell ausfuehren: Quelle oeffnen, Page-/Section-Note eintragen, Claim-Support auswaehlen und Blocked-Wording-Check abschliessen."
note_h3_lit_granger_001__interpretation_h3_top_tier_signal,H3,core_section_h3,lit_granger_001,interpretation_h3_top_tier_signal,interpretation,T4,F3,data/results/thesis_h3_summary.csv,external_locator_review,external_only,"H3: Pruefen, ob die Quelle die Interpretationsgrenze `interpretation_h3_top_tier_signal` stuetzt, ohne ueber das deterministische Artefakt hinauszugehen.",Nur bounded pruefen: Evidence ID `interpretation_h3_top_tier_signal`; Claim/Entscheid `The top wallet tier shows the clearest deterministic timing pattern in the current H3 baseline.`; erlaubtes Wording `top-tier timing pattern; predictive diagnostic`; zwingende Limitation `Signal strength is diagnostic and needs sensitivity/multiple-testing caution.`. Die Quelle darf die lokale Kennzahl nicht ersetzen.,"Pruefen und dokumentieren, dass die Quelle nicht fuer dieses blockierte Wording genutzt wird: Private-Information-Beweis; kausales Fehlverhalten; handelbare Strategie.","Externe DOI/JSTOR/URL manuell oeffnen; Locator, Seite oder Abschnitt eintragen.",,pending,pending,full_source_review_required_before_final_citation,pending_manual_source_review,"Keine Quellenstatus-Hochstufung, keine finale Zitation und keine thesis-facing Claims ohne manuelle Entscheidung. Keine Quellenstatus-Hochstufung und keine finale Zitation ohne manuelle Page-/Section-Note. Keine finale Zitation, keine Quellenstatus-Hochstufung und keine thesis-facing Claims ohne manuelle Entscheidung. Blocked wording: Private-Information-Beweis; kausales Fehlverhalten; handelbare Strategie","Source Review manuell ausfuehren: Quelle oeffnen, Page-/Section-Note eintragen, Claim-Support auswaehlen und Blocked-Wording-Check abschliessen."
note_h3_lit_granger_001__method_h3_granger_timing,H3,core_section_h3,lit_granger_001,method_h3_granger_timing,method,T4,F3,data/results/h3_granger_results.csv,external_locator_review,external_only,"H3: Pruefen, ob die Quelle die Methodenwahl `method_h3_granger_timing` als Literaturanker tragen kann.","Nur bounded pruefen: Evidence ID `method_h3_granger_timing`; Claim/Entscheid `Lead-lag correlations and Granger tests are used as predictive timing diagnostics.`; erlaubtes Wording `predictive timing diagnostic under model assumptions`; zwingende Limitation `Taegliche Ausrichtung, Mehrfachtests und BUY-only-Extraktion begrenzen die Schlussstaerke.`. Die Quelle darf die lokale Kennzahl nicht ersetzen.","Pruefen und dokumentieren, dass die Quelle nicht fuer dieses blockierte Wording genutzt wird: Kausalitaetsbeweis; Private-Information-Beweis; Profitabilitaetsbeweis.","Externe DOI/JSTOR/URL manuell oeffnen; Locator, Seite oder Abschnitt eintragen.",,pending,pending,full_source_review_required_before_final_citation,pending_manual_source_review,"Keine Quellenstatus-Hochstufung, keine finale Zitation und keine thesis-facing Claims ohne manuelle Entscheidung. Keine Quellenstatus-Hochstufung und keine finale Zitation ohne manuelle Page-/Section-Note. Keine finale Zitation, keine Quellenstatus-Hochstufung und keine thesis-facing Claims ohne manuelle Entscheidung. Blocked wording: Kausalitaetsbeweis; Private-Information-Beweis; Profitabilitaetsbeweis","Source Review manuell ausfuehren: Quelle oeffnen, Page-/Section-Note eintragen, Claim-Support auswaehlen und Blocked-Wording-Check abschliessen."
note_h3_zotero_poly_001__interpretation_h3_top_tier_signal,H3,core_section_h3,zotero_poly_001,interpretation_h3_top_tier_signal,interpretation,T4,F3,data/results/thesis_h3_summary.csv,local_pdf_review,local_pdf_structure_available,"H3: Pruefen, ob die Quelle die Interpretationsgrenze `interpretation_h3_top_tier_signal` stuetzt, ohne ueber das deterministische Artefakt hinauszugehen.",Nur bounded pruefen: Evidence ID `interpretation_h3_top_tier_signal`; Claim/Entscheid `The top wallet tier shows the clearest deterministic timing pattern in the current H3 baseline.`; erlaubtes Wording `top-tier timing pattern; predictive diagnostic`; zwingende Limitation `Signal strength is diagnostic and needs sensitivity/multiple-testing caution.`. Die Quelle darf die lokale Kennzahl nicht ersetzen.,"Pruefen und dokumentieren, dass die Quelle nicht fuer dieses blockierte Wording genutzt wird: Private-Information-Beweis; kausales Fehlverhalten; handelbare Strategie.",Lokales PDF manuell oeffnen; passende Seite oder Abschnitt finden; Page-/Section-Note eintragen.,,pending,pending,full_source_review_required_before_final_citation,pending_manual_source_review,"Keine Quellenstatus-Hochstufung, keine finale Zitation und keine thesis-facing Claims ohne manuelle Entscheidung. Keine Quellenstatus-Hochstufung und keine finale Zitation ohne manuelle Page-/Section-Note. Keine finale Zitation, keine Quellenstatus-Hochstufung und keine thesis-facing Claims ohne manuelle Entscheidung. Blocked wording: Private-Information-Beweis; kausales Fehlverhalten; handelbare Strategie","Source Review manuell ausfuehren: Quelle oeffnen, Page-/Section-Note eintragen, Claim-Support auswaehlen und Blocked-Wording-Check abschliessen."
note_h3_zotero_poly_001__method_h3_wallet_tiers,H3,core_section_h3,zotero_poly_001,method_h3_wallet_tiers,method,T4,F3,data/results/h3_wallet_distribution_inventory.json,local_pdf_review,local_pdf_structure_available,"H3: Pruefen, ob die Quelle die Methodenwahl `method_h3_wallet_tiers` als Literaturanker tragen kann.","Nur bounded pruefen: Evidence ID `method_h3_wallet_tiers`; Claim/Entscheid `Wallet groups are defined by dataset-relative cumulative amount percentiles, not fixed whale thresholds.`; erlaubtes Wording `dataset-relative wallet tiers`; zwingende Limitation `Die beobachteten Walletdaten sind BUY-only und quellengefiltert.`. Die Quelle darf die lokale Kennzahl nicht ersetzen.","Pruefen und dokumentieren, dass die Quelle nicht fuer dieses blockierte Wording genutzt wird: willkuerliche Whale-Schwelle; identifizierte Private-Information-Wallets.",Lokales PDF manuell oeffnen; passende Seite oder Abschnitt finden; Page-/Section-Note eintragen.,,pending,pending,full_source_review_required_before_final_citation,pending_manual_source_review,"Keine Quellenstatus-Hochstufung, keine finale Zitation und keine thesis-facing Claims ohne manuelle Entscheidung. Keine Quellenstatus-Hochstufung und keine finale Zitation ohne manuelle Page-/Section-Note. Keine finale Zitation, keine Quellenstatus-Hochstufung und keine thesis-facing Claims ohne manuelle Entscheidung. Blocked wording: willkuerliche Whale-Schwelle; identifizierte Private-Information-Wallets","Source Review manuell ausfuehren: Quelle oeffnen, Page-/Section-Note eintragen, Claim-Support auswaehlen und Blocked-Wording-Check abschliessen."
note_h3_zotero_poly_005__interpretation_h3_top_tier_signal,H3,core_section_h3,zotero_poly_005,interpretation_h3_top_tier_signal,interpretation,T4,F3,data/results/thesis_h3_summary.csv,local_pdf_review,local_pdf_structure_available,"H3: Pruefen, ob die Quelle die Interpretationsgrenze `interpretation_h3_top_tier_signal` stuetzt, ohne ueber das deterministische Artefakt hinauszugehen.",Nur bounded pruefen: Evidence ID `interpretation_h3_top_tier_signal`; Claim/Entscheid `The top wallet tier shows the clearest deterministic timing pattern in the current H3 baseline.`; erlaubtes Wording `top-tier timing pattern; predictive diagnostic`; zwingende Limitation `Signal strength is diagnostic and needs sensitivity/multiple-testing caution.`. Die Quelle darf die lokale Kennzahl nicht ersetzen.,"Pruefen und dokumentieren, dass die Quelle nicht fuer dieses blockierte Wording genutzt wird: Private-Information-Beweis; kausales Fehlverhalten; handelbare Strategie.",Lokales PDF manuell oeffnen; passende Seite oder Abschnitt finden; Page-/Section-Note eintragen.,,pending,pending,full_source_review_required_before_final_citation,pending_manual_source_review,"Keine Quellenstatus-Hochstufung, keine finale Zitation und keine thesis-facing Claims ohne manuelle Entscheidung. Keine Quellenstatus-Hochstufung und keine finale Zitation ohne manuelle Page-/Section-Note. Keine finale Zitation, keine Quellenstatus-Hochstufung und keine thesis-facing Claims ohne manuelle Entscheidung. Blocked wording: Private-Information-Beweis; kausales Fehlverhalten; handelbare Strategie","Source Review manuell ausfuehren: Quelle oeffnen, Page-/Section-Note eintragen, Claim-Support auswaehlen und Blocked-Wording-Check abschliessen."
note_h3_zotero_poly_005__method_h3_granger_timing,H3,core_section_h3,zotero_poly_005,method_h3_granger_timing,method,T4,F3,data/results/h3_granger_results.csv,local_pdf_review,local_pdf_structure_available,"H3: Pruefen, ob die Quelle die Methodenwahl `method_h3_granger_timing` als Literaturanker tragen kann.","Nur bounded pruefen: Evidence ID `method_h3_granger_timing`; Claim/Entscheid `Lead-lag correlations and Granger tests are used as predictive timing diagnostics.`; erlaubtes Wording `predictive timing diagnostic under model assumptions`; zwingende Limitation `Taegliche Ausrichtung, Mehrfachtests und BUY-only-Extraktion begrenzen die Schlussstaerke.`. Die Quelle darf die lokale Kennzahl nicht ersetzen.","Pruefen und dokumentieren, dass die Quelle nicht fuer dieses blockierte Wording genutzt wird: Kausalitaetsbeweis; Private-Information-Beweis; Profitabilitaetsbeweis.",Lokales PDF manuell oeffnen; passende Seite oder Abschnitt finden; Page-/Section-Note eintragen.,,pending,pending,full_source_review_required_before_final_citation,pending_manual_source_review,"Keine Quellenstatus-Hochstufung, keine finale Zitation und keine thesis-facing Claims ohne manuelle Entscheidung. Keine Quellenstatus-Hochstufung und keine finale Zitation ohne manuelle Page-/Section-Note. Keine finale Zitation, keine Quellenstatus-Hochstufung und keine thesis-facing Claims ohne manuelle Entscheidung. Blocked wording: Kausalitaetsbeweis; Private-Information-Beweis; Profitabilitaetsbeweis","Source Review manuell ausfuehren: Quelle oeffnen, Page-/Section-Note eintragen, Claim-Support auswaehlen und Blocked-Wording-Check abschliessen."
note_h3_zotero_poly_005__method_h3_wallet_tiers,H3,core_section_h3,zotero_poly_005,method_h3_wallet_tiers,method,T4,F3,data/results/h3_wallet_distribution_inventory.json,local_pdf_review,local_pdf_structure_available,"H3: Pruefen, ob die Quelle die Methodenwahl `method_h3_wallet_tiers` als Literaturanker tragen kann.","Nur bounded pruefen: Evidence ID `method_h3_wallet_tiers`; Claim/Entscheid `Wallet groups are defined by dataset-relative cumulative amount percentiles, not fixed whale thresholds.`; erlaubtes Wording `dataset-relative wallet tiers`; zwingende Limitation `Die beobachteten Walletdaten sind BUY-only und quellengefiltert.`. Die Quelle darf die lokale Kennzahl nicht ersetzen.","Pruefen und dokumentieren, dass die Quelle nicht fuer dieses blockierte Wording genutzt wird: willkuerliche Whale-Schwelle; identifizierte Private-Information-Wallets.",Lokales PDF manuell oeffnen; passende Seite oder Abschnitt finden; Page-/Section-Note eintragen.,,pending,pending,full_source_review_required_before_final_citation,pending_manual_source_review,"Keine Quellenstatus-Hochstufung, keine finale Zitation und keine thesis-facing Claims ohne manuelle Entscheidung. Keine Quellenstatus-Hochstufung und keine finale Zitation ohne manuelle Page-/Section-Note. Keine finale Zitation, keine Quellenstatus-Hochstufung und keine thesis-facing Claims ohne manuelle Entscheidung. Blocked wording: willkuerliche Whale-Schwelle; identifizierte Private-Information-Wallets","Source Review manuell ausfuehren: Quelle oeffnen, Page-/Section-Note eintragen, Claim-Support auswaehlen und Blocked-Wording-Check abschliessen."
note_h3_zotero_poly_007__method_h3_wallet_tiers,H3,core_section_h3,zotero_poly_007,method_h3_wallet_tiers,method,T4,F3,data/results/h3_wallet_distribution_inventory.json,local_pdf_review,local_pdf_structure_available,"H3: Pruefen, ob die Quelle die Methodenwahl `method_h3_wallet_tiers` als Literaturanker tragen kann.","Nur bounded pruefen: Evidence ID `method_h3_wallet_tiers`; Claim/Entscheid `Wallet groups are defined by dataset-relative cumulative amount percentiles, not fixed whale thresholds.`; erlaubtes Wording `dataset-relative wallet tiers`; zwingende Limitation `Die beobachteten Walletdaten sind BUY-only und quellengefiltert.`. Die Quelle darf die lokale Kennzahl nicht ersetzen.","Pruefen und dokumentieren, dass die Quelle nicht fuer dieses blockierte Wording genutzt wird: willkuerliche Whale-Schwelle; identifizierte Private-Information-Wallets.",Lokales PDF manuell oeffnen; passende Seite oder Abschnitt finden; Page-/Section-Note eintragen.,,pending,pending,full_source_review_required_before_final_citation,pending_manual_source_review,"Keine Quellenstatus-Hochstufung, keine finale Zitation und keine thesis-facing Claims ohne manuelle Entscheidung. Keine Quellenstatus-Hochstufung und keine finale Zitation ohne manuelle Page-/Section-Note. Keine finale Zitation, keine Quellenstatus-Hochstufung und keine thesis-facing Claims ohne manuelle Entscheidung. Blocked wording: willkuerliche Whale-Schwelle; identifizierte Private-Information-Wallets","Source Review manuell ausfuehren: Quelle oeffnen, Page-/Section-Note eintragen, Claim-Support auswaehlen und Blocked-Wording-Check abschliessen."
